FECHA;LOTE;UNIDAD;TIPO;MARCA;MODELO;ANHO;TRACC;COMB;GTIA_MEC;MAG;KILOMETRAJE;ADJUDIC
29-07-2020;1;BFE;STATION WAGON;CHEVROLET;SUBURBAN 4X4 5.3 AUT;2018;4x4;B;;20850000;41090;23100000
29-07-2020;2;PARTICULARES;STATION WAGON;KIA MOTORS;GRAND CARNIVAL EX 2.2 AUT;2018;4x2;D;;13000000;113459;14400000
29-07-2020;3;BFE;STATION WAGON;BMW;X1 SDRIVE20I LUXURY 2.0 AUT;2017;AWD;B;;10403228;32154;14700000
29-07-2020;4;BFE;STATION WAGON;CHEVROLET;CAPTIVA PREMIER 1.5;2020;4x2;B;;8730000;13109;13000000
29-07-2020;5;PARTICULARES;STATION WAGON;SEAT;ATECA 4X4 1.4 AUT;2020;4x4;B;;11000000;2066;13600000
29-07-2020;6;AUTOMOTORAS;HATCHBACK;PEUGEOT;308 BLUE HDI HB 1.6 AUT;2019;4x2;D;;10200000;49238;10600000
29-07-2020;7;PARTICULARES;HATCHBACK;CITROËN;C3 HDI 1.5;2020;4x2;D;;8200000;15816;10400000
29-07-2020;8;BFE;STATION WAGON;MITSUBISHI;ECLIPSE CROSS RX 1.5 AUT;2019;4x2;B;;10115000;5281;11600000
29-07-2020;9;BFE;STATION WAGON;CHEVROLET;TRACKER II LS 1.8;2019;4x2;B;;6100000;16379;9600000
29-07-2020;10;PARTICULARES;STATION WAGON;NISSAN;QASHQAI SENSE 2.0;2018;4x2;B;;8600000;29269;8800000
29-07-2020;11;AUTOMOTORAS;STATION WAGON;PEUGEOT;2008 ACTIVE BLUEHDI 1.6;2018;4x2;D;;7800000;63412;8100000
29-07-2020;12;AUTOMOTORAS;STATION WAGON;PEUGEOT;2008 ACTIVE BLUEHDI 1.6;2018;4x2;D;;7800000;63659;8100000
29-07-2020;13;AUTOMOTORAS;STATION WAGON;PEUGEOT;2008 ACTIVE BLUEHDI 1.6;2018;4x2;D;;7800000;65882;8100000
29-07-2020;14;AUTOMOTORAS;STATION WAGON;CHANGAN;CX70 T 1.5 AUT;2020;4x2;B;;7821000;12;8000000
29-07-2020;15;AUTOMOTORAS;STATION WAGON;CHANGAN;CX70 T 1.5;2020;4x2;B;;7029000;15;7800000
29-07-2020;16;AUTOMOTORAS;STATION WAGON;CHANGAN;CX70 T 1.5;2020;4x2;B;;7227000;24;6800000
29-07-2020;17;AUTOMOTORAS;STATION WAGON;CHANGAN;CX70 T 1.5;2020;4x2;B;;7227000;28;7800000
29-07-2020;18;AUTOMOTORAS;STATION WAGON;CHANGAN;CS55 1.5;2020;4x2;B;;7735000;59;6800000
29-07-2020;19;LEASING;STATION WAGON;HYUNDAI;TUCSON TL 2.0 AT;2017;4x2;B;;8250000;96739;8400000
29-07-2020;20;AUTOMOTORAS;SEDAN;PEUGEOT;301 HDI 92HP 1.6;2019;4x2;D;;7100000;37084;7200000
29-07-2020;21;AUTOMOTORAS;SEDAN;PEUGEOT;301 HDI 92HP 1.6;2019;4x2;D;;7100000;36857;6900000
29-07-2020;22;AUTOMOTORAS;SEDAN;PEUGEOT;301 HDI 92HP 1.6;2019;4x2;D;;7100000;39331;6900000
29-07-2020;23;AUTOMOTORAS;MOTOS;SUZUKI;RMZ;2017;-;B;;3150000;1;3000000
29-07-2020;24;AUTOMOTORAS;MOTOS;SUZUKI;RMZ;2017;-;B;;3150000;1;3000000
29-07-2020;25;AUTOMOTORAS;MOTOS;SUZUKI;RMZ;2017;-;B;;2100000;1;3000000
29-07-2020;26;AUTOMOTORAS;MOTOS;SUZUKI;RMZ;2017;-;B;;2100000;1;3000000
29-07-2020;27;AUTOMOTORAS;MOTOS;SUZUKI;RMZ;2017;-;B;;2100000;1;3100000
29-07-2020;28;LEASING;CAMIONETA;FORD;RANGER XLT 4X4 3.2;2018;4x4;D;;10500000;101311;10500000
29-07-2020;29;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.4;2018;4x4;D;;7976400;65449;10100000
29-07-2020;30;LEASING;CAMIONETA;NISSAN;NP300 DCAB 4X4 2.3;2017;4x4;D;;7616000;53047;9300000
29-07-2020;31;LEASING;CAMIONETA;NISSAN;NP300 DCAB SE 4X4 2.3;2017;4x4;D;;8024000;142826;8500000
29-07-2020;32;LEASING;CAMIONETA;CHEVROLET;NEW DMAX 2.5;2018;4x4;D;;7705000;69726;8100000
29-07-2020;33;LEASING;CAMIONETA;TOYOTA;HILUX DX D CAB 2.4;2019;4x2;D;;8500000;29225;10600000
29-07-2020;34;LEASING;CAMIONETA;TOYOTA;HILUX D CAB TDI DX 2.4;2019;4x2;D;;8500000;35321;10600000
29-07-2020;35;LEASING;CAMIONETA;TOYOTA;HILUX DCAB DX 2.4;2019;4x2;D;;8500000;50803;10300000
29-07-2020;36;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CR 2.4;2018;4x2;D;;6600000;32301;8700000
29-07-2020;37;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CR 2.4;2018;4x2;D;;6600000;81562;8300000
29-07-2020;38;BFE;CAMIONETA;MITSUBISHI;L200 WORK D CAB CR 2.4;2018;4x2;D;;6715000;146276;8100000
29-07-2020;39;LEASING;CAMIONETA;FORD;RANGER XLT 4X4 3.2;2016;4x4;D;;8059200;89780;8600000
29-07-2020;40;LEASING;CAMIONETA;TOYOTA;HI LUX 2.4;2018;4x2;D;;8024000;163379;7800000
29-07-2020;41;LEASING;CAMIONETA;VOLKSWAGEN;AMAROK POWER PLUS 4X4 2.0;2017;4x4;D;;7709000;137721;7300000
29-07-2020;42;LEASING;CAMIONETA;VOLKSWAGEN;AMAROK POWER PLUS 4X4 2.0;2017;4x4;D;;7709000;144177;7400000
29-07-2020;43;LEASING;CAMIONETA;VOLKSWAGEN;AMAROK POWER PLUS 4X4 2.0;2016;4x4;D;;6912000;97144;8200000
29-07-2020;44;LEASING;CAMIONETA;CHEVROLET;D MAX II 2.5;2016;4x2;D;;5629800;31895;7600000
29-07-2020;45;LEASING;CAMIONETA;CHEVROLET;D MAX II 2.5;2016;4x2;D;;5629800;84647;7300000
29-07-2020;46;LEASING;CAMIONETA;CHEVROLET;D MAX II 2.5;2016;4x2;D;;5629800;129904;7600000
29-07-2020;47;LEASING;CAMIONETA;CHEVROLET;DMAX 4WD 2.5;2017;4x4;D;;6240000;209225;6600000
29-07-2020;48;LEASING;CAMIONETA;SSANGYONG;ACTYON SPORT 2.0;2017;4x2;D;;5943000;84536;6400000
29-07-2020;49;LEASING;CAMIONETA;SSANGYONG;ACTYON SPORT 2.0;2017;4x2;D;;5712000;148075;6300000
29-07-2020;50;LEASING;CAMIONETA;SSANGYONG;ACTYON SPORT 2.0;2016;4x2;D;;7710000;120921;6300000
29-07-2020;51;LEASING;CAMIONETA;SSANGYONG;ACTYON SPORT 2.0;2016;4x2;D;;5242800;150707;6200000
29-07-2020;52;LEASING;CAMIONETA;FIAT;STRADA 1.4;2016;4x2;B;;3961800;48382;4900000
29-07-2020;53;LEASING;CAMIONETA;FIAT;STRADA TREKKING DCAB 1.4;2016;4x2;B;;3961800;175181;3900000
29-07-2020;54;LEASING;FURGON;HYUNDAI;H1 CRDI GL 2.5;2017;4x2;D;;7800000;107211;8100000
29-07-2020;55;AUTOMOTORAS;FURGON;CHANGAN;M201 DOHC 1.2;2020;4x2;B;;3645000;16;4800000
29-07-2020;56;AUTOMOTORAS;FURGON;CHANGAN;M201 DOHC 1.2;2018;4x2;B;;3160000;25;4200000
29-07-2020;57;BFE;CAMIONETA;CHANGAN;MS201 DCAB 1.2;2018;4x2;B;;2940000;35691;4600000
29-07-2020;58;LEASING;FURGON;FIAT;FIORINO 1.3;2014;4x2;D;;3037500;141113;4200000
29-07-2020;59;LIQUIDACIONES;SEDAN;KIA MOTORS;RIO 5 EX 1.4;2019;4x2;B;;1;18679;6100000
29-07-2020;60;AUTOMOTORAS;STATION WAGON;CHANGAN;CS35 1.6 AT;2018;4x2;B;;5695000;568;6000000
29-07-2020;61;AUTOMOTORAS;STATION WAGON;CHANGAN;A500 OTTO 1.5;2020;4x2;B;;5848000;31;5800000
29-07-2020;62;PARTICULARES;HATCHBACK;PEUGEOT;208 ACTIVE 1.2 AUT;2017;4x2;B;;6150000;55777;6500000
29-07-2020;63;BFE;STATION WAGON;CHEVROLET;SPIN LTZ 1.8;2018;4x2;B;;5580000;21711;5400000
29-07-2020;64;PARTICULARES;STATION WAGON;MG;ZS 1.5 AUT;2019;4x2;B;;5700000;15898;6500000
29-07-2020;65;BFE;HATCHBACK;SUZUKI;BALENO GLX HB 1.4;2018;4x2;B;;4663000;38491;5500000
29-07-2020;66;BFE;HATCHBACK;CHEVROLET;ONIX LTZ 1.4;2019;4x2;B;;4438138;20031;4800000
29-07-2020;67;AUTOMOTORAS;STATION WAGON;RENAULT;DUSTER DYNAMIQUE 1.6;2017;4x2;B;;4737600;54644;5000000
29-07-2020;68;BFE;HATCHBACK;SUZUKI;SWIFT GLS HB 1.2;2019;4x2;B;;3546656;19809;5300000
29-07-2020;69;LEASING;HATCHBACK;SUZUKI;SWIFT DOHC HB 1.2;2019;4x2;B;;5450000;48579;5600000
29-07-2020;70;LEASING;HATCHBACK;SUZUKI;SWIFT DOHC HB 1.2;2019;4x2;B;;5450000;48816;5600000
29-07-2020;71;LEASING;HATCHBACK;SUZUKI;SWIFT DOHC HB 1.2;2019;4x2;B;;5450000;48864;5300000
29-07-2020;72;LEASING;HATCHBACK;SUZUKI;SWIFT DOHC HB 1.2;2019;4x2;B;;5450000;49072;5300000
29-07-2020;73;PARTICULARES;HATCHBACK;KIA MOTORS;MORNING EX 1.2;2019;4x2;B;;5300000;30738;5200000
29-07-2020;74;BFE;SEDAN;MITSUBISHI;LANCER 1.6;2018;4x2;B;;4725000;34299;5300000
29-07-2020;75;BFE;STATION WAGON;CHERY;TIGGO 2 GLS 1.5;2018;4x2;B;;4444000;13780;4700000
29-07-2020;76;PARTICULARES;SEDAN;NISSAN;VERSA SENSE 1.6;2018;4x2;B;;5400000;18375;5700000
29-07-2020;77;PARTICULARES;SEDAN;RENAULT;SYMBOL 1.6;2019;4x2;B;;5000000;14081;5100000
29-07-2020;78;PARTICULARES;HATCHBACK;KIA MOTORS;MORNING EX 1.2;2017;4x2;B;;4500000;44352;4800000
29-07-2020;79;BFE;SEDAN;CHEVROLET;SAIL 1.5;2019;4x2;B;;3421000;40843;4500000
29-07-2020;80;BFE;SEDAN;CHEVROLET;SAIL LS 1.5;2019;4x2;B;;3376276;48088;4000000
29-07-2020;81;BFE;SEDAN;CHEVROLET;SAIL 1.5;2019;4x2;B;;3446000;48229;4200000
29-07-2020;82;BFE;SEDAN;CHEVROLET;SAIL 1.5;2018;4x2;B;;3434000;38483;4000000
29-07-2020;83;BFE;SEDAN;SUZUKI;CIAZ GL 1.4;2017;4x2;B;;3668000;55084;3900000
29-07-2020;84;PARTICULARES;SEDAN;CHEVROLET;PRISMA LTZ 1.4;2017;4x2;B;;5200000;68911;4700000
29-07-2020;85;PARTICULARES;HATCHBACK;FORD;FIESTA TITANIUM 1.6;2015;4x2;B;;4300000;75759;4800000
29-07-2020;86;PARTICULARES;HATCHBACK;CITROËN;C4 N2 1.6;2014;4x2;B;;4500000;77594;4200000
29-07-2020;87;BFE;HATCHBACK;MG;NEW 3 1.5;2019;4x2;B;;2453138;28782;4300000
29-07-2020;88;BFE;STATION WAGON;BAIC;X35 LUXURY 1.5;2018;4x2;B;;4543000;43709;4100000
29-07-2020;89;PARTICULARES;HATCHBACK;SUZUKI;ALTO K10 GLX HB 1.0;2019;4x2;B;;3300000;45538;3500000
29-07-2020;90;BFE;SEDAN;CHEVROLET;SAIL CLASSIC LS 1.4;2016;4x2;B;;2749000;64371;3100000
29-07-2020;91;BFE;HATCHBACK;CHEVROLET;SPARK GT HB DOHC 1.2;2019;4x2;B;;3220690;67233;3500000
29-07-2020;92;PARTICULARES;HATCHBACK;SUZUKI;ALTO K10 GLX 1.0;2017;4x2;B;;3300000;24556;3000000
29-07-2020;93;PARTICULARES;SEDAN;CHEVROLET;SAIL II LT 1.4;2015;4x2;B;;3250000;88778;3300000
29-07-2020;94;BFE;HATCHBACK;CHEVROLET;SONIC II 1.6;2013;4x2;B;;2619000;83357;3000000
29-07-2020;95;PARTICULARES;STATION WAGON;DFM;H30 CROSS ELEGANTE 1.6;2017;4x2;B;;3000000;80192;3000000
29-07-2020;96;PARTICULARES;HATCHBACK;VOLKSWAGEN;GOL TRENDLINE 1.6;2014;4x2;B;;3900000;125067;3800000
29-07-2020;97;BFE;HATCHBACK;JAC;J2 HB 1.0;2016;4x2;B;;2412000;42133;2400000
29-07-2020;98;PARTICULARES;HATCHBACK;SUZUKI;ALTO GL 800 CC;2014;4x2;B;;2200000;81318;2300000
29-07-2020;99;BFE;HATCHBACK;CHEVROLET;SPARK LITE HB 1.0;2013;4x2;B;;1231000;97540;1700000
29-07-2020;100;BFE;SEDAN;NISSAN;PLATINA 1.6;2008;4x2;B;;790000;164451;1400000
22-07-2020;1;BFE;CAMIONETA;CHEVROLET;SILVERADO LTZ 5.3 AUT;2019;4x4;B;;19160000;11749;24600000
22-07-2020;2;AUTOMOTORAS;CAMIONETA;DODGE;RAM 1500 RC 5.7 AUT;2017;4x4;B;;11780000;60000;10900000
22-07-2020;3;AUTOMOTORAS;STATION WAGON;JEEP;GRAND CHEROKEE OVERLAND 4X4 5.7;2015;4x4;B;;14242500;72177;11700000
22-07-2020;4;AUTOMOTORAS;STATION WAGON;AUDI;Q3 TDI 2.0;2016;4x2;D;;11670000;50199;12800000
22-07-2020;5;PARTICULARES;STATION WAGON;MAZDA;NEW CX5 GT 4X4 2.2 AUT;2016;AWD;D;;11150000;131058;10800000
22-07-2020;6;AUTOMOTORAS;STATION WAGON;HONDA;PILOT TOURING 4X4 3.5 AUT;2016;4x4;B;;12375000;90899;11600000
22-07-2020;7;AUTOMOTORAS;STATION WAGON;JEEP;CHEROKEE LONGITUDE 2.4;2016;4x2;B;;8692500;29504;9800000
22-07-2020;8;PARTICULARES;STATION WAGON;MAZDA;NEW CX 5 R 4X4 2.0;2017;4x4;B;;10600000;46613;9500000
22-07-2020;9;PARTICULARES;STATION WAGON;MAZDA;NEW CX 5 R 2.0 AUT;2016;4x2;B;;9500000;61273;8700000
22-07-2020;10;AUTOMOTORAS;STATION WAGON;PEUGEOT;2008 ACTIVE BLUEHDI 1.6;2019;4x2;D;;7800000;60845;8100000
22-07-2020;11;AUTOMOTORAS;HATCHBACK;PEUGEOT;308 BLUE HDI HB 1.6 AUT;2019;4x2;D;;10200000;48617;8700000
22-07-2020;12;AUTOMOTORAS;SEDAN;PEUGEOT;301 HDI 92HP 1.6;2019;4x2;D;;7100000;35924;6400000
22-07-2020;13;AUTOMOTORAS;SEDAN;PEUGEOT;301 HDI 92HP 1.6;2019;4x2;D;;7100000;38439;6400000
22-07-2020;14;AUTOMOTORAS;STATION WAGON;PEUGEOT;2008 ACTIVE BLUEHDI 1.6;2018;4x2;D;;7800000;60941;7700000
22-07-2020;15;AUTOMOTORAS;STATION WAGON;PEUGEOT;2008 ACTIVE BLUEHDI 1.6;2018;4x2;D;;7800000;64832;7700000
22-07-2020;16;PARTICULARES;STATION WAGON;KIA MOTORS;SORENTO EX 2.4;2017;4x2;B;;11100000;64443;10200000
22-07-2020;17;AUTOMOTORAS;STATION WAGON;HONDA;CR V EX 2.4 AUT;2016;4WD;B;;8857500;47613;9600000
22-07-2020;18;BFE;STATION WAGON;JEEP;GRAND CHEROKEE LAREDO SPORT 3.6;2013;4x2;B;;6970000;65596;7200000
22-07-2020;19;PARTICULARES;STATION WAGON;KIA MOTORS;SPORTAGE LX 2.0;2017;AWD;B;;8800000;50494;8600000
22-07-2020;20;AUTOMOTORAS;STATION WAGON;NISSAN;X TRAIL SENSE CVT 2.5;2016;4x2;B;;7185000;73647;8500000
22-07-2020;21;PARTICULARES;STATION WAGON;SUBARU;OUTBACK LTD CVT 2.5I;2015;AWD;B;;8100000;82354;8800000
22-07-2020;22;PARTICULARES;STATION WAGON;FORD;ESCAPE 4X4 2.0 AUT;2016;4x2;B;;8000000;45878;7600000
22-07-2020;23;LEASING;STATION WAGON;MAZDA;5 DOHC 2.0 AUT;2018;4x2;B;;7237500;69120;6300000
22-07-2020;24;LEASING;STATION WAGON;MAZDA;5 DOHC 2.0 AUT;2018;4x2;B;;7237500;70711;6300000
22-07-2020;25;PARTICULARES;HATCHBACK;PEUGEOT;308 GT BLUE HDI 2.0;2015;4x2;D;;9500000;132965;8900000
22-07-2020;26;LEASING;CAMIONETA;FORD;RANGER DCAB XLT 4X4 3.2;2018;4x4;D;;10500000;61432;10000000
22-07-2020;27;LEASING;CAMIONETA;FORD;RANGER DCAB XLT 4X4 3.2;2018;4x4;D;;10500000;93708;10000000
22-07-2020;28;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2019;4x4;D;;11500000;27357;9500000
22-07-2020;29;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2019;4x4;D;;11500000;34760;9000000
22-07-2020;30;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2019;4x4;D;;11500000;38849;8900000
22-07-2020;31;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.4;2019;4x4;D;;11500000;69781;9600000
22-07-2020;32;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2019;4x4;D;;11500000;78492;9000000
22-07-2020;33;LEASING;CAMIONETA;TOYOTA;HI LUX 4X4 2.8;2017;4x4;D;;9520000;89559;9300000
22-07-2020;34;LEASING;CAMIONETA;TOYOTA;HILUX DCAB 4X4 2.8 AUT;2017;4x4;D;;7800000;132467;10500000
22-07-2020;35;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI 4X4 2.4;2018;4x4;D;;5700000;24233;8100000
22-07-2020;36;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2018;4x4;D;;7500000;45003;9000000
22-07-2020;37;LEASING;CAMIONETA;TOYOTA;HILUX DX 4X4 2.4;2018;4x4;D;;7500000;53657;8800000
22-07-2020;38;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2018;4x4;D;;7500000;62753;8800000
22-07-2020;39;LEASING;CAMIONETA;TOYOTA;HILUX DCAB DX TDI 4X4 2.4;2018;4x4;D;;7500000;64903;8100000
22-07-2020;40;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2018;4x4;D;;7500000;67561;7900000
22-07-2020;41;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2018;4x4;D;;7500000;69155;8100000
22-07-2020;42;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI 4X4 2.4;2018;4x4;D;;7500000;71065;7800000
22-07-2020;43;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2018;4x4;D;;7500000;72455;7900000
22-07-2020;44;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2018;4x4;D;;7500000;72528;7600000
22-07-2020;45;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2018;4x4;D;;7500000;74954;7600000
22-07-2020;46;LEASING;CAMIONETA;TOYOTA;HILUX DX 4X4 2.4;2018;4x4;D;;7500000;82949;7600000
22-07-2020;47;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2018;4x4;D;;7500000;88832;8100000
22-07-2020;48;LEASING;CAMIONETA;TOYOTA;HILUX DX 4X4 2.4;2018;4x4;D;;7500000;94993;8100000
22-07-2020;49;LEASING;CAMIONETA;TOYOTA;HILUX D CAB TDI DX 4X4 2.4;2018;4x4;D;;7500000;108982;7400000
22-07-2020;50;LEASING;CAMIONETA;TOYOTA;HILUX D CAB TDI 4X4 2.8 AUT;2016;4x4;D;;6500000;91709;10500000
22-07-2020;51;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.8;2016;4x4;D;;6400000;114020;7600000
22-07-2020;52;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2017;4x4;D;;6500000;44238;6700000
22-07-2020;53;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2017;4x4;D;;6500000;52513;7200000
22-07-2020;54;LEASING;CAMIONETA;TOYOTA;HILUX DX 4X4 2.4;2017;4x4;D;;6500000;68067;7400000
22-07-2020;55;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.4;2017;4x4;D;;6500000;69578;7400000
22-07-2020;56;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2017;4x4;D;;6500000;95113;7500000
22-07-2020;57;LEASING;CAMIONETA;TOYOTA;HILUX TDI DX 2.4;2019;4x2;D;;8500000;40974;7700000
22-07-2020;58;LEASING;CAMIONETA;TOYOTA;HILUX DCAB DX 2.4;2019;4x2;D;;8500000;41747;7700000
22-07-2020;59;LEASING;CAMIONETA;TOYOTA;HILUX DX D CAB 2.4;2019;4x2;D;;8500000;51247;7700000
22-07-2020;60;BFE;CAMIONETA;NISSAN;NP300 DCAB XE 2.5;2017;4x2;B;;7306200;28612;8400000
22-07-2020;61;LEASING;CAMIONETA;TOYOTA;HILUX DCAB DX 2.4;2018;4x2;D;;6500000;22775;7600000
22-07-2020;62;LEASING;CAMIONETA;TOYOTA;HILUX DCAB DX 2.4;2018;4x2;D;;6500000;44636;7200000
22-07-2020;63;LEASING;CAMIONETA;TOYOTA;HILUX DCAB DX 2.4;2018;4x2;D;;6500000;48007;7200000
22-07-2020;64;LEASING;CAMIONETA;TOYOTA;HILUX DCAB DX 2.4;2018;4x2;D;;6500000;56236;7000000
22-07-2020;65;LEASING;CAMIONETA;TOYOTA;HI LUX DX 2.4;2018;4x2;D;;6500000;77905;7600000
22-07-2020;66;LEASING;CAMIONETA;TOYOTA;HI LUX DX 2.4;2018;4x2;D;;6800000;91209;7000000
22-07-2020;67;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.4;2016;4x4;D;;6000000;43473;8900000
22-07-2020;68;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.4;2016;4x4;D;;6000000;75239;7100000
22-07-2020;69;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.4;2016;4x4;D;;6000000;105651;6900000
22-07-2020;70;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2017;4x4;D;;6500000;133105;6800000
22-07-2020;71;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2017;4x4;D;;6500000;180381;6600000
22-07-2020;72;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.4;2016;4x4;D;;6000000;127386;7100000
22-07-2020;73;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI 4X4 2.4;2016;4x4;D;;6000000;167522;NULL
22-07-2020;74;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.4;2016;4x4;D;;6500000;106681;6900000
22-07-2020;75;LEASING;CAMIONETA;VOLKSWAGEN;AMAROK POWER PLUS 2.0;2016;4x2;D;;5000000;46001;6100000
22-07-2020;76;LEASING;CAMIONETA;VOLKSWAGEN;AMAROK POWER PLUS 2.0;2016;4x2;D;;5000000;56221;6100000
22-07-2020;77;LEASING;CAMIONETA;VOLKSWAGEN;AMAROK POWER PLUS 2.0;2016;4x2;D;;5000000;87255;5800000
22-07-2020;78;LEASING;CAMIONETA;CHEVROLET;DMAX 4WD 2.5;2017;4x4;D;;6167700;132197;6800000
22-07-2020;79;LEASING;CAMIONETA;CHEVROLET;DMAX 4WD 2.5;2017;4x4;D;;6167700;174503;6900000
22-07-2020;80;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI 2.4;2017;4x2;D;;6100000;112865;6900000
22-07-2020;81;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI SR 2.5;2016;4x2;D;;5900000;82053;4900000
22-07-2020;82;LEASING;CAMIONETA;CHEVROLET;D MAX 2.5;2017;4x2;D;;6084000;60594;6700000
22-07-2020;83;LEASING;CAMIONETA;CHEVROLET;D MAX 2.5;2017;4x2;D;;6084000;118308;5500000
22-07-2020;84;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.5;2015;4x4;D;;5200000;42904;6400000
22-07-2020;85;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.5;2015;4x4;D;;5200000;68767;6400000
22-07-2020;86;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.5;2015;4x4;D;;5200000;108988;6400000
22-07-2020;87;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CR 2.5;2015;4x2;D;;4200000;76719;4500000
22-07-2020;88;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CR 2.5;2015;4x2;D;;4200000;92048;4500000
22-07-2020;89;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CR 2.5;2015;4x2;D;;5000000;96880;4300000
22-07-2020;90;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA 2.5;2015;4x2;D;;4200000;151425;4600000
22-07-2020;91;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRM 4X4 2.4;2018;4x4;D;;6708000;212499;6600000
22-07-2020;92;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.4;2016;4x4;D;;6604000;202587;6400000
22-07-2020;93;BFE;CAMIONETA;NISSAN;TERRANO DXS 2.4;2013;4x4;B;;2475000;80338;5700000
22-07-2020;94;LEASING;CAMIONETA;CHEVROLET;D MAX II 2.5;2015;4x2;D;;4696099;197105;5400000
22-07-2020;95;LEASING;CAMIONETA;CHEVROLET;D MAX E4 DCAB 4WD 2.5;2014;4x4;D;;5000000;242892;4700000
22-07-2020;96;LEASING;CAMIONETA;KIA MOTORS;FRONTIER D CAB 2.5;2017;4x2;D;;7900000;136692;6700000
22-07-2020;97;AUTOMOTORAS;FURGON;JAC;REFINE M4 1.9;2019;4x2;D;;8050000;60;9000000
22-07-2020;98;AUTOMOTORAS;STATION WAGON;CHEVROLET;CAPTIVA IV LT FULL AWD 2.2 AT;2014;AWD;D;;6922500;102336;7100000
22-07-2020;99;AUTOMOTORAS;STATION WAGON;CHANGAN;CS75 ELITE 2.0 AUT;2018;4x2;B;;6240000;66;6300000
22-07-2020;100;AUTOMOTORAS;STATION WAGON;CHANGAN;CS75 LX 2.0;2017;4x2;B;;4903600;54;5400000
22-07-2020;101;BFE;STATION WAGON;DFM;AX7 2.0;2020;4x2;B;;5396000;9136;5200000
22-07-2020;102;BFE;HATCHBACK;MAZDA;NEW 3 SPORT 2.0 AT;2015;4x2;B;;5429000;117252;5700000
22-07-2020;103;LEASING;STATION WAGON;SUZUKI;GRAND NOMADE GLX 4X4 2.4;2016;4WD;B;;5000000;51530;5700000
22-07-2020;104;AUTOMOTORAS;STATION WAGON;MAZDA;CX9 GT 4X4 3.7 AT;2013;AWD;B;;6495000;78632;5800000
22-07-2020;105;PARTICULARES;SEDAN;MAZDA;NEW 6 2.0;2015;4x2;B;;6500000;173839;5900000
22-07-2020;106;PARTICULARES;SEDAN;BMW;316 I 1.6 AUT;2012;4x2;B;;5100000;100291;5200000
22-07-2020;107;PARTICULARES;SEDAN;CHEVROLET;SAIL 1.5;2020;4x2;B;;4700000;1238;5500000
22-07-2020;108;PARTICULARES;HATCHBACK;KIA MOTORS;MORNING EX 1.2;2018;4x2;B;;5400000;3398;5600000
