LOTE;UNIDAD;TIPO;ANHO;TRACC;COMB;KILOMETRAJE;ADJUDIC
54;LEASING;FURGON;2016;4x2;D;60000;7000000
55;LEASING;FURGON;2016;4x2;D;60000;7000000
56;LEASING;FURGON;2016;4x2;D;60000;4000000
57;LEASING;FURGON;2016;4x2;D;60000;3900000
58;LEASING;FURGON;2016;4x2;D;60000;4200000
59;LEASING;FURGON;2015;4x2;D;75000;3800000
60;LEASING;FURGON;2015;4x2;D;75000;3800000
62;BFE;FURGON;2018;4x2;B;30000;4100000
63;LEASING;FURGON;2014;4x2;D;90000;3400000
64;LEASING;FURGON;2014;4x2;D;90000;3400000
65;LEASING;FURGON;2014;4x2;D;90000;3400000
66;LEASING;FURGON;2014;4x2;D;90000;2700000
67;LEASING;FURGON;2014;4x2;D;90000;2700000
68;LEASING;FURGON;2014;4x2;D;90000;2800000
69;LEASING;FURGON;2014;4x2;D;90000;2700000
70;LEASING;FURGON;2014;4x2;D;90000;3000000
71;LEASING;FURGON;2014;4x2;D;90000;2700000
72;LEASING;FURGON;2014;4x2;D;90000;2700000
73;LEASING;FURGON;2012;4x2;D;120000;2800000
74;LEASING;SUV/JEEP;2017;4x2;B;45000;6500000
75;AUTOMOTORAS;STATION WAGON;2012;4x2;B;120000;5600000
76;PARTICULARES;SUV/JEEP;2014;4x4;B;90000;5900000
77;AUTOMOTORAS;STATION WAGON;2014;4x4;B;90000;5400000
78;PARTICULARES;SUV/JEEP;2013;4x4;B;105000;7100000
80;PARTICULARES;SUV/JEEP;2011;4x2;B;135000;5300000
81;PARTICULARES;SUV/JEEP;2014;4x4;B;90000;4800000
82;BFE;SEDAN;2018;4x2;B;30000;4700000
83;BFE;SEDAN;2017;4x2;B;45000;5000000
84;BFE;SEDAN;2017;4x2;B;45000;5000000
85;PARTICULARES;SEDAN;2017;4x2;B;45000;5000000
86;BFE;SEDAN;2015;4x2;B;75000;4500000
87;BFE;HATCHBACK;2014;4x2;B;90000;4500000
88;BFE;SEDAN;2011;4x2;B;135000;4800000
89;PARTICULARES;SEDAN;2013;4x2;B;105000;4000000
90;AUTOMOTORAS;SEDAN;2014;4x2;B;90000;3800000
91;PARTICULARES;SUV/JEEP;2013;4x2;B;105000;3700000
92;LIQUIDACIONES;HATCHBACK;2014;4x2;B;90000;3600000
93;PARTICULARES;HATCHBACK;2013;4x2;B;105000;3500000
95;AUTOMOTORAS;SEDAN;2010;4x2;B;150000;3400000
96;BFE;HATCHBACK;2007;4x2;B;195000;1400000
97;AUTOMOTORAS;HATCHBACK;2017;4x2;B;45000;5600000
98;PARTICULARES;SUV/JEEP;2015;4x4;B;75000;6100000
101;LEASING;CAMIONETA;2016;4x4;D;60000;7000000
102;LEASING;CAMIONETA;2016;4x4;D;60000;7000000
103;LEASING;CAMIONETA;2016;4x2;D;60000;7000000
104;LEASING;CAMIONETA;2015;4x4;D;75000;6700000
106;LEASING;CAMIONETA;2014;4x2;D;90000;5000000
107;PARTICULARES;MINIBUS;2018;4x2;D;30000;8500000
108;LEASING;FURGON;2016;4x2;D;60000;4900000
109;LEASING;FURGON;2017;4x2;D;45000;5000000
110;LEASING;FURGON;2017;4x2;D;45000;5000000
112;LEASING;FURGON;2015;4x2;D;75000;3300000
113;LEASING;AMBULANCIA;2015;4x2;D;75000;4300000
114;LEASING;AMBULANCIA;2015;4x2;D;75000;4300000
1;AUTOMOTORAS;SUV/JEEP;2015;4x4;D;75000;10600000
2;PARTICULARES;SUV/JEEP;2016;4x4;B;60000;13600000
3;LEASING;STATION WAGON;2015;4x4;B;75000;10500000
5;AUTOMOTORAS;SUV/JEEP;2016;4x4;B;60000;6900000
6;BFE;SUV/JEEP;2018;4x2;B;30000;7100000
7;BFE;SUV/JEEP;2018;4x2;B;30000;7100000
8;PARTICULARES;SUV/JEEP;2016;4x2;B;60000;6600000
9;LEASING;SEDAN;2018;4x2;B;30000;9200000
10;AUTOMOTORAS;SEDAN;2017;4x2;B;45000;7800000
11;AUTOMOTORAS;HATCHBACK;2018;4x2;D;30000;7400000
13;AUTOMOTORAS;HATCHBACK;2017;4x2;B;45000;7300000
14;LEASING;HATCHBACK;2016;4x2;B;60000;7200000
15;AUTOMOTORAS;HATCHBACK;2017;4x2;B;45000;7900000
16;PARTICULARES;SEDAN;2015;4x2;B;75000;8800000
17;PARTICULARES;SUV/JEEP;2014;4x2;B;90000;7800000
18;PARTICULARES;STATION WAGON;2015;4x2;D;75000;6600000
19;LEASING;SUV/JEEP;2015;4x4;B;75000;7200000
20;PARTICULARES;SUV/JEEP;2013;4x2;B;105000;6000000
21;PARTICULARES;SUV/JEEP;2013;4x2;B;105000;6000000
22;BFE;SUV/JEEP;2016;4x2;D;60000;6300000
23;AUTOMOTORAS;SEDAN;2015;4x2;B;75000;8000000
25;PARTICULARES;HATCHBACK;2015;4x2;B;75000;8700000
26;AUTOMOTORAS;HATCHBACK;2016;4x2;B;60000;6000000
27;AUTOMOTORAS;SEDAN;2018;4x2;B;30000;6600000
28;AUTOMOTORAS;SEDAN;2018;4x2;B;30000;6400000
29;LEASING;SEDAN;2018;4x2;B;30000;6000000
30;LEASING;SEDAN;2018;4x2;B;30000;5800000
31;AUTOMOTORAS;HATCHBACK;2013;4x2;B;105000;7000000
32;AUTOMOTORAS;HATCHBACK;2017;4x2;B;45000;5800000
33;AUTOMOTORAS;HATCHBACK;2017;4x2;B;45000;5800000
34;AUTOMOTORAS;HATCHBACK;2017;4x2;B;45000;5800000
35;AUTOMOTORAS;HATCHBACK;2017;4x2;B;45000;5800000
36;BFE;SEDAN;2018;4x2;B;30000;5700000
37;AUTOMOTORAS;SEDAN;2015;4x2;B;75000;5200000
38;AUTOMOTORAS;SEDAN;2015;4x2;B;75000;5200000
41;PARTICULARES;MOTOS;2017;2x2;B;45000;4400000
42;BFE;MOTOS;2016;2x2;B;60000;7400000
43;LEASING;CAMIONETA;2017;4x4;D;45000;8400000
44;LEASING;CAMIONETA;2017;4x4;D;45000;8300000
45;LEASING;CAMIONETA;2017;4x4;D;45000;8300000
46;LEASING;CAMIONETA;2017;4x4;D;45000;8300000
47;LEASING;CAMIONETA;2017;4x4;D;45000;8300000
48;LEASING;CAMIONETA;2016;4x4;D;60000;9000000
49;LEASING;CAMIONETA;2016;4x4;D;60000;8200000
52;LEASING;CAMIONETA;2016;4x4;D;60000;8000000
53;LEASING;CAMIONETA;2016;4x4;D;60000;8000000
54;LEASING;CAMIONETA;2016;4x4;D;60000;8000000
55;LEASING;CAMIONETA;2016;4x4;D;60000;7700000
56;PARTICULARES;CAMIONETA;2015;4x4;D;75000;7700000
57;BFE;CAMIONETA;2011;4x2;D;135000;5800000
58;LEASING;FURGON;2016;4x2;D;60000;6700000
59;LEASING;FURGON;2016;4x2;D;60000;6700000
60;LEASING;FURGON;2016;4x2;D;60000;6100000
62;BFE;FURGON;2017;4x2;B;45000;3600000
63;LEASING;FURGON;2014;4x2;D;90000;4000000
64;LEASING;FURGON;2014;4x2;D;90000;4000000
65;LEASING;FURGON;2014;4x2;D;90000;4000000
66;LEASING;FURGON;2014;4x2;D;90000;3700000
67;LEASING;FURGON;2014;4x2;D;90000;3300000
68;LEASING;FURGON;2014;4x2;D;90000;3700000
69;LEASING;FURGON;2014;4x2;D;90000;3400000
70;LEASING;FURGON;2014;4x2;D;90000;3400000
71;LEASING;FURGON;2014;4x2;D;90000;3300000
72;LEASING;FURGON;2014;4x2;D;90000;3300000
73;LEASING;FURGON;2014;4x2;D;90000;3000000
74;LEASING;FURGON;2014;4x2;D;90000;3000000
75;LEASING;FURGON;2014;4x2;D;90000;3000000
76;LEASING;FURGON;2014;4x2;D;90000;3000000
77;LEASING;FURGON;2014;4x2;D;90000;3000000
78;LEASING;FURGON;2014;4x2;D;90000;3000000
79;LEASING;FURGON;2014;4x2;D;90000;3000000
80;LEASING;FURGON;2014;4x2;D;90000;3000000
81;LEASING;FURGON;2014;4x2;D;90000;3000000
82;LEASING;FURGON;2014;4x2;D;90000;3000000
83;LEASING;FURGON;2014;4x2;D;90000;3000000
84;LEASING;FURGON;2014;4x2;D;90000;3000000
85;LEASING;FURGON;2014;4x2;D;90000;3400000
86;LEASING;FURGON;2014;4x2;D;90000;3000000
87;AUTOMOTORAS;STATION WAGON;2010;4x2;B;150000;3600000
88;PARTICULARES;SEDAN;2009;4x2;B;165000;4700000
89;BFE;HATCHBACK;2015;4x2;B;75000;4600000
90;AUTOMOTORAS;HATCHBACK;2014;4x2;B;90000;5500000
91;LEASING;SEDAN;2015;4x2;B;75000;5600000
93;AUTOMOTORAS;SEDAN;2012;4x4;B;120000;4400000
94;AUTOMOTORAS;SEDAN;2012;4x2;B;120000;5100000
95;BFE;HATCHBACK;2017;4x2;B;45000;4700000
97;BFE;SEDAN;2017;4x2;B;45000;5000000
98;LIQUIDACIONES;SUV/JEEP;2017;4x2;B;45000;4100000
99;LEASING;SEDAN;2017;4x2;B;45000;4000000
100;LEASING;SEDAN;2016;4x2;B;60000;3900000
101;LEASING;SEDAN;2016;4x2;B;60000;3800000
102;AUTOMOTORAS;SEDAN;2013;4x2;B;105000;3600000
105;AUTOMOTORAS;HATCHBACK;2014;4x2;B;90000;3600000
106;LEASING;HATCHBACK;2017;4x2;B;45000;2400000
107;LEASING;HATCHBACK;2017;4x2;B;45000;2400000
108;LEASING;HATCHBACK;2017;4x2;B;45000;2400000
109;BFE;SEDAN;2015;4x2;B;75000;3200000
1;AUTOMOTORAS;HATCHBACK;2016;4x4;B;60000;14300000
2;PARTICULARES;SUV/JEEP;2018;4x4;B;30000;14800000
3;PARTICULARES;SUV/JEEP;2016;4x2;B;60000;8600000
4;PARTICULARES;SUV/JEEP;2014;4x4;B;90000;7100000
5;PARTICULARES;SUV/JEEP;2013;4x4;D;105000;8300000
6;LEASING;SEDAN;2018;4x2;B;30000;9300000
8;PARTICULARES;HATCHBACK;2015;4x2;B;75000;8000000
10;AUTOMOTORAS;HATCHBACK;2017;4x2;D;45000;6800000
11;AUTOMOTORAS;HATCHBACK;2017;4x2;D;45000;7100000
12;AUTOMOTORAS;HATCHBACK;2017;4x2;D;45000;7100000
14;LEASING;SEDAN;2016;4x2;B;60000;6200000
15;BFE;STATION WAGON;2016;4x4;D;60000;6700000
16;AUTOMOTORAS;STATION WAGON;2014;4x4;B;90000;5700000
17;AUTOMOTORAS;HATCHBACK;2012;4x2;B;120000;5000000
18;LEASING;SUV/JEEP;2017;4x2;B;45000;6000000
19;LEASING;SUV/JEEP;2017;4x2;B;45000;6000000
20;AUTOMOTORAS;HATCHBACK;2017;4x2;D;45000;6000000
21;AUTOMOTORAS;HATCHBACK;2017;4x2;D;45000;5900000
22;AUTOMOTORAS;HATCHBACK;2017;4x2;D;45000;5900000
23;AUTOMOTORAS;HATCHBACK;2017;4x2;D;45000;5900000
24;AUTOMOTORAS;HATCHBACK;2016;4x2;D;60000;5700000
25;AUTOMOTORAS;SEDAN;2018;4x2;B;30000;5700000
26;AUTOMOTORAS;SEDAN;2018;4x2;B;30000;5900000
27;LEASING;HATCHBACK;2018;4x2;B;30000;6200000
28;AUTOMOTORAS;HATCHBACK;2017;4x2;B;45000;6000000
29;AUTOMOTORAS;HATCHBACK;2017;4x2;D;45000;6000000
30;AUTOMOTORAS;HATCHBACK;2017;4x2;B;45000;6000000
31;AUTOMOTORAS;HATCHBACK;2017;4x2;B;45000;6000000
32;AUTOMOTORAS;HATCHBACK;2018;4x2;B;30000;5100000
33;LEASING;SEDAN;2017;4x2;B;45000;5500000
34;PARTICULARES;SEDAN;2017;4x2;B;45000;5200000
35;BFE;CAMIONETA;2014;4x4;B;90000;10600000
36;BFE;CAMIONETA;2014;4x4;B;90000;9900000
37;LEASING;CAMIONETA;2017;4x4;D;45000;9800000
38;LEASING;CAMIONETA;2017;4x4;D;45000;9800000
39;LEASING;CAMIONETA;2016;4x4;D;60000;8900000
40;LEASING;CAMIONETA;2016;4x4;D;60000;8900000
41;LEASING;CAMIONETA;2016;4x4;D;60000;8700000
43;LEASING;CAMIONETA;2016;4x4;D;60000;8000000
44;LEASING;CAMIONETA;2016;4x4;D;60000;6900000
45;LEASING;CAMIONETA;2016;4x4;D;60000;6900000
46;LEASING;CAMIONETA;2016;4x2;D;60000;7000000
47;LEASING;CAMIONETA;2016;4x4;D;60000;7200000
48;LEASING;CAMIONETA;2015;4x4;D;75000;6100000
49;LEASING;CAMIONETA;2015;4x4;D;75000;6100000
50;LEASING;CAMIONETA;2015;4x4;D;75000;6400000
53;LEASING;CAMIONETA;2015;4x2;D;75000;7100000
54;LEASING;CAMIONETA;2015;4x2;D;75000;5900000
55;LEASING;CAMIONETA;2015;4x2;D;75000;7100000
56;LEASING;CAMIONETA;2014;4x2;D;90000;4600000
57;LEASING;CAMIONETA;2014;4x2;D;90000;4100000
58;LEASING;FURGON;2016;4x2;D;60000;3800000
59;LEASING;FURGON;2016;4x2;D;60000;3600000
60;LEASING;FURGON;2013;4x2;D;105000;5800000
61;LEASING;FURGON;2013;4x2;D;105000;4000000
62;LEASING;FURGON;2014;4x2;D;90000;3000000
63;LEASING;FURGON;2014;4x2;D;90000;2900000
64;LEASING;FURGON;2014;4x2;D;90000;2700000
65;LEASING;FURGON;2014;4x2;D;90000;2600000
66;LEASING;FURGON;2014;4x2;D;90000;2700000
67;LEASING;FURGON;2014;4x2;D;90000;3200000
68;LEASING;FURGON;2014;4x2;D;90000;3000000
69;LEASING;FURGON;2014;4x2;D;90000;3500000
70;LEASING;FURGON;2014;4x2;D;90000;3500000
71;LEASING;FURGON;2014;4x2;D;90000;3000000
73;LEASING;FURGON;2014;4x2;D;90000;2600000
74;LEASING;FURGON;2014;4x2;D;90000;2700000
75;LEASING;FURGON;2014;4x2;D;90000;2600000
76;LEASING;FURGON;2014;4x2;D;90000;3400000
77;LEASING;FURGON;2014;4x2;D;90000;2700000
78;LEASING;FURGON;2014;4x2;D;90000;2600000
79;LEASING;FURGON;2014;4x2;D;90000;2600000
80;LEASING;FURGON;2014;4x2;D;90000;2700000
81;LEASING;FURGON;2014;4x2;D;90000;3000000
82;LEASING;FURGON;2014;4x2;D;90000;2900000
83;LEASING;FURGON;2014;4x2;D;90000;2700000
84;LEASING;FURGON;2014;4x2;D;90000;2700000
85;LEASING;FURGON;2014;4x2;D;90000;2700000
86;AUTOMOTORAS;SEDAN;2017;4x2;B;45000;4600000
87;AUTOMOTORAS;SEDAN;2015;4x2;B;75000;5300000
88;AUTOMOTORAS;SEDAN;2015;4x2;B;75000;5300000
89;PARTICULARES;SEDAN;2013;4x2;B;105000;4600000
90;LIQUIDACIONES;HATCHBACK;2017;4x2;B;45000;5300000
91;AUTOMOTORAS;HATCHBACK;2010;4x2;B;150000;6000000
92;BFE;SEDAN;2018;4x2;B;30000;5300000
93;BFE;SEDAN;2018;4x2;B;30000;5300000
94;PARTICULARES;HATCHBACK;2015;4x2;B;75000;4400000
95;PARTICULARES;HATCHBACK;2014;4x2;B;90000;4300000
96;PARTICULARES;SEDAN;2017;4x2;B;45000;5000000
97;LEASING;HATCHBACK;2017;4x2;B;45000;2400000
98;LEASING;HATCHBACK;2017;4x2;B;45000;3000000
99;LEASING;HATCHBACK;2017;4x2;B;45000;2700000
100;LEASING;HATCHBACK;2017;4x2;B;45000;2400000
101;AUTOMOTORAS;SEDAN;2014;4x2;B;90000;4100000
102;AUTOMOTORAS;SEDAN;2014;4x2;B;90000;3700000
1;AUTOMOTORAS;STATION WAGON;2018;4x4;D;30000;11600000
2;AUTOMOTORAS;STATION WAGON;2018;4x2;B;30000;12900000
3;LEASING;SUV/JEEP;2017;4x4;B;45000;12400000
4;PARTICULARES;SUV/JEEP;2017;4x2;B;45000;12800000
6;AUTOMOTORAS;STATION WAGON;2015;4x4;B;75000;11500000
7;LEASING;STATION WAGON;2018;4x2;D;30000;11300000
8;PARTICULARES;SUV/JEEP;2017;4x4;B;45000;12700000
9;LEASING;SEDAN;2019;4x2;B;15000;13500000
10;LEASING;SEDAN;2018;4x2;B;30000;8600000
11;AUTOMOTORAS;SEDAN;2018;4x2;B;30000;5800000
12;AUTOMOTORAS;SEDAN;2018;4x2;B;30000;5900000
13;AUTOMOTORAS;SEDAN;2018;4x2;B;30000;5800000
16;PARTICULARES;SUV/JEEP;2013;4x4;B;105000;9400000
17;PARTICULARES;SUV/JEEP;2017;4x4;B;45000;10200000
18;AUTOMOTORAS;STATION WAGON;2016;4x4;B;60000;7200000
19;PARTICULARES;SUV/JEEP;2015;4x4;B;75000;7400000
20;PARTICULARES;SUV/JEEP;2014;4x2;B;90000;8500000
21;PARTICULARES;SUV/JEEP;2016;4x4;B;60000;6000000
22;BFE;SUV/JEEP;2016;4x4;B;60000;5500000
23;BFE;SUV/JEEP;2016;4x2;B;60000;5300000
24;PARTICULARES;SUV/JEEP;2015;4x2;B;75000;6600000
25;PARTICULARES;HATCHBACK;2017;4x2;B;45000;8600000
26;AUTOMOTORAS;HATCHBACK;2016;4x2;B;60000;6700000
27;AUTOMOTORAS;HATCHBACK;2016;4x2;B;60000;6700000
28;PARTICULARES;HATCHBACK;2016;4x2;B;60000;6700000
29;LEASING;HATCHBACK;2018;4x2;B;30000;6100000
30;LEASING;HATCHBACK;2018;4x2;B;30000;6100000
31;AUTOMOTORAS;HATCHBACK;2017;4x2;B;45000;5800000
32;AUTOMOTORAS;HATCHBACK;2017;4x2;B;45000;5600000
33;AUTOMOTORAS;HATCHBACK;2017;4x2;B;45000;5600000
34;AUTOMOTORAS;HATCHBACK;2017;4x2;B;45000;5600000
35;PARTICULARES;SEDAN;2016;4x4;B;60000;7200000
36;PARTICULARES;SEDAN;2015;4x2;D;75000;8800000
37;AUTOMOTORAS;SEDAN;2017;4x2;B;45000;5300000
38;AUTOMOTORAS;SEDAN;2017;4x2;B;45000;5200000
39;BFE;HATCHBACK;2018;4x2;B;30000;5300000
40;BFE;SEDAN;2018;4x2;B;30000;5400000
41;PARTICULARES;CAMIONETA;2015;4x4;B;75000;10300000
42;PARTICULARES;CAMIONETA;2018;4x4;D;30000;10200000
43;LEASING;CAMIONETA;2017;4x4;D;45000;7600000
44;LEASING;CAMIONETA;2017;4x4;D;45000;8200000
45;LEASING;CAMIONETA;2017;4x4;D;45000;7300000
46;LEASING;CAMIONETA;2016;4x4;D;60000;8100000
47;LEASING;CAMIONETA;2017;4x2;D;45000;9100000
48;LEASING;CAMIONETA;2017;4x2;D;45000;7400000
49;BFE;CAMIONETA;2016;4x4;D;60000;6600000
50;LEASING;CAMIONETA;2014;4x4;D;90000;6300000
52;LEASING;CAMIONETA;2016;4x4;D;60000;7300000
53;LEASING;CAMIONETA;2015;4x4;D;75000;5800000
54;BFE;CAMIONETA;2014;4x4;D;90000;4900000
55;BFE;CAMIONETA;2011;4x2;D;135000;5400000
56;BFE;CAMIONETA;2017;4x2;B;45000;3100000
57;BFE;FURGON;2019;4x2;B;15000;4400000
58;LEASING;FURGON;2014;4x2;D;90000;5000000
59;LEASING;FURGON;2014;4x2;D;90000;3600000
60;LEASING;FURGON;2014;4x2;D;90000;3600000
61;LEASING;FURGON;2014;4x2;D;90000;3400000
62;LEASING;FURGON;2014;4x2;D;90000;3300000
63;LEASING;FURGON;2014;4x2;D;90000;3600000
64;LEASING;FURGON;2014;4x2;D;90000;3300000
65;LEASING;FURGON;2014;4x2;D;90000;3300000
66;LEASING;FURGON;2014;4x2;D;90000;3100000
67;LEASING;FURGON;2014;4x2;D;90000;3300000
68;LEASING;FURGON;2014;4x2;D;90000;3300000
69;LEASING;FURGON;2014;4x2;D;90000;3100000
70;LEASING;FURGON;2014;4x2;D;90000;3100000
71;LEASING;FURGON;2014;4x2;D;90000;3400000
72;LEASING;FURGON;2014;4x2;D;90000;3000000
73;LEASING;FURGON;2014;4x2;D;90000;3000000
74;LEASING;FURGON;2014;4x2;D;90000;3100000
75;LEASING;FURGON;2014;4x2;D;90000;3100000
76;LEASING;FURGON;2014;4x2;D;90000;3100000
77;LEASING;FURGON;2014;4x2;D;90000;3000000
78;LEASING;FURGON;2014;4x2;D;90000;3000000
79;LEASING;FURGON;2014;4x2;D;90000;3600000
80;LEASING;FURGON;2014;4x2;D;90000;3000000
81;LEASING;FURGON;2014;4x2;D;90000;3400000
82;BFE;STATION WAGON;2015;4x2;B;75000;5000000
83;BFE;SUV/JEEP;2017;4x2;B;45000;3500000
84;AUTOMOTORAS;STATION WAGON;2014;4x2;B;90000;5800000
85;AUTOMOTORAS;STATION WAGON;2011;4x4;B;135000;7200000
86;BFE;SEDAN;2017;4x2;B;45000;5700000
87;PARTICULARES;SEDAN;2016;4x2;B;60000;5600000
88;BFE;SEDAN;2015;4x2;B;75000;5200000
89;PARTICULARES;SEDAN;2014;4x2;B;90000;5000000
90;BFE;SEDAN;2018;4x2;B;30000;4300000
91;BFE;SEDAN;2017;4x2;B;45000;5400000
92;BFE;SEDAN;2017;4x2;B;45000;4800000
93;LIQUIDACIONES;SEDAN;2017;4x2;B;45000;4200000
94;BFE;HATCHBACK;2018;4x2;B;30000;5000000
95;BFE;HATCHBACK;2017;4x2;B;45000;4600000
96;AUTOMOTORAS;SEDAN;2015;4x2;B;75000;5100000
97;AUTOMOTORAS;SEDAN;2015;4x2;B;75000;5000000
98;PARTICULARES;HATCHBACK;2014;4x2;B;90000;5100000
99;BFE;HATCHBACK;2017;4x2;B;45000;4000000
100;BFE;HATCHBACK;2017;4x2;B;45000;3000000
101;BFE;HATCHBACK;2017;4x2;B;45000;3000000
102;BFE;SEDAN;2014;4x2;B;90000;6200000
103;BFE;SEDAN;2016;4x2;B;60000;3700000
104;BFE;SEDAN;2016;4x2;B;60000;4100000
105;PARTICULARES;SEDAN;2013;4x2;B;105000;5600000
106;AUTOMOTORAS;SEDAN;2014;4x2;B;90000;4500000
1;BFE;SUV/JEEP;2017;4x4;B;45000;16200000
2;PARTICULARES;SUV/JEEP;2017;4x4;B;45000;17800000
3;LEASING;SUV/JEEP;2017;4x4;B;45000;11400000
4;PARTICULARES;SUV/JEEP;2015;4x4;B;75000;13600000
5;LEASING;STATION WAGON;2016;4x4;B;60000;9800000
6;LEASING;SUV/JEEP;2014;4x4;B;90000;8900000
7;PARTICULARES;SUV/JEEP;2014;4x2;B;90000;8100000
8;PARTICULARES;SUV/JEEP;2015;4x4;B;75000;9800000
9;PARTICULARES;SUV/JEEP;2014;4x4;B;90000;7900000
10;AUTOMOTORAS;SUV/JEEP;2016;4x2;B;60000;8000000
11;AUTOMOTORAS;SEDAN;2018;4x2;B;30000;10600000
12;LEASING;SEDAN;2018;4x2;B;30000;8900000
13;AUTOMOTORAS;STATION WAGON;2017;4x2;B;45000;10700000
14;PARTICULARES;HATCHBACK;2017;4x2;B;45000;8800000
15;AUTOMOTORAS;HATCHBACK;2019;4x2;B;15000;7000000
16;LEASING;SEDAN;2018;4x2;B;30000;6800000
17;AUTOMOTORAS;SUV/JEEP;2016;4x2;B;60000;7500000
18;AUTOMOTORAS;SUV/JEEP;2015;4x2;B;75000;7700000
19;AUTOMOTORAS;SUV/JEEP;2014;4x2;B;90000;5400000
20;AUTOMOTORAS;SUV/JEEP;2014;4x4;B;90000;5600000
21;BFE;SUV/JEEP;2016;4x4;B;60000;6500000
22;PARTICULARES;SUV/JEEP;2013;4x2;D;105000;7000000
23;AUTOMOTORAS;HATCHBACK;2018;4x2;D;30000;6700000
24;AUTOMOTORAS;HATCHBACK;2018;4x2;D;30000;6900000
25;AUTOMOTORAS;HATCHBACK;2018;4x2;D;30000;7600000
26;AUTOMOTORAS;HATCHBACK;2018;4x2;D;30000;6800000
27;AUTOMOTORAS;HATCHBACK;2016;4x2;B;60000;5900000
28;AUTOMOTORAS;HATCHBACK;2016;4x2;B;60000;5900000
29;AUTOMOTORAS;SEDAN;2018;4x2;B;30000;5800000
30;AUTOMOTORAS;SEDAN;2018;4x2;B;30000;5900000
31;AUTOMOTORAS;SEDAN;2018;4x2;B;30000;5800000
32;BFE;SEDAN;2017;4x2;B;45000;7300000
33;BFE;HATCHBACK;2017;4x2;B;45000;7000000
34;LEASING;SEDAN;2018;4x2;B;30000;6500000
35;AUTOMOTORAS;HATCHBACK;2017;4x2;B;45000;5800000
36;AUTOMOTORAS;HATCHBACK;2017;4x2;B;45000;6000000
37;BFE;MOTOS;2016;2x2;B;60000;5300000
38;BFE;MOTOS;2015;2x2;B;75000;5200000
39;BFE;MOTOS;2016;2x2;B;60000;5800000
40;BFE;MOTOS;2016;2x2;B;60000;5600000
41;BFE;MOTOS;2016;2x2;B;60000;7500000
42;LEASING;CAMIONETA;2015;4x4;B;75000;9900000
43;LEASING;CAMIONETA;2017;4x2;D;45000;7100000
44;LEASING;CAMIONETA;2016;4x4;D;60000;9400000
45;LEASING;CAMIONETA;2017;4x4;D;45000;8000000
46;LEASING;CAMIONETA;2017;4x4;D;45000;8000000
47;PARTICULARES;CAMIONETA;2015;4x2;B;75000;7600000
48;LEASING;CAMIONETA;2016;4x4;D;60000;7200000
49;LEASING;CAMIONETA;2016;4x4;D;60000;7500000
50;LEASING;CAMIONETA;2016;4x4;D;60000;7500000
51;LEASING;CAMIONETA;2016;4x4;D;60000;7300000
52;LEASING;CAMIONETA;2016;4x4;D;60000;8100000
53;LEASING;CAMIONETA;2016;4x4;D;60000;7600000
54;LEASING;CAMIONETA;2016;4x4;D;60000;7800000
55;LEASING;CAMIONETA;2016;4x2;D;60000;6800000
56;LEASING;CAMIONETA;2015;4x4;D;75000;6400000
57;LEASING;CAMIONETA;2015;4x4;D;75000;7300000
58;LEASING;CAMIONETA;2015;4x2;D;75000;6100000
59;LEASING;CAMIONETA;2014;4x4;D;90000;7700000
60;LEASING;CAMIONETA;2014;4x4;D;90000;6000000
61;LEASING;CAMIONETA;2013;4x4;D;105000;6100000
62;BFE;CAMIONETA;2014;4x2;D;90000;6800000
63;LEASING;CAMIONETA;2013;4x4;D;105000;5300000
64;BFE;CAMIONETA;2013;4x4;D;105000;5200000
65;BFE;CAMIONETA;2012;4x4;D;120000;5100000
66;BFE;CAMIONETA;2012;4x2;D;120000;4700000
67;BFE;CAMIONETA;2016;4x2;B;60000;5200000
68;BFE;CAMIONETA;2017;4x2;B;45000;3500000
69;LEASING;FURGON;2014;4x2;D;90000;4800000
70;LEASING;FURGON;2017;4x2;D;45000;4700000
71;LEASING;FURGON;2017;4x2;D;45000;4800000
72;LEASING;FURGON;2016;4x2;D;60000;4600000
73;LEASING;FURGON;2016;4x2;D;60000;4600000
74;LEASING;FURGON;2016;4x2;D;60000;4200000
75;LEASING;FURGON;2016;4x2;D;60000;4000000
76;LEASING;FURGON;2016;4x2;D;60000;3500000
77;LEASING;FURGON;2016;4x2;D;60000;3800000
78;LEASING;FURGON;2015;4x2;D;75000;3400000
79;LEASING;FURGON;2015;4x2;D;75000;3100000
80;LEASING;FURGON;2012;4x2;D;120000;2700000
81;PARTICULARES;STATION WAGON;2014;4x2;D;90000;5400000
82;LEASING;SUV/JEEP;2014;4x4;B;90000;5000000
83;PARTICULARES;SUV/JEEP;2013;4x2;B;105000;5000000
84;PARTICULARES;SUV/JEEP;2011;4x4;B;135000;7500000
85;BFE;SUV/JEEP;2015;4x2;B;75000;3000000
86;PARTICULARES;SUV/JEEP;2015;4x2;B;75000;4200000
87;PARTICULARES;STATION WAGON;2007;4x4;B;195000;2700000
88;PARTICULARES;SEDAN;2014;4x2;B;90000;4500000
89;PARTICULARES;HATCHBACK;2013;4x2;B;105000;4500000
90;PARTICULARES;SEDAN;2011;4x2;B;135000;4500000
91;BFE;SEDAN;2012;4x2;B;120000;4400000
92;BFE;SEDAN;2018;4x2;B;30000;4500000
93;AUTOMOTORAS;SEDAN;2013;4x2;B;105000;3900000
94;LEASING;SEDAN;2017;4x2;B;45000;3800000
