LOTE;UNIDAD;TIPO;ANHO;TRACC;COMB;KILOMETRAJE;ADJUDIC
12;LEASING;HATCHBACK;2019;4x2;B;59804;4900000
13;PARTICULARES;STATION WAGON;2015;4x2;B;63823;9000000
14;PARTICULARES;STATION WAGON;2014;4x2;B;101971;8300000
15;PARTICULARES;STATION WAGON;2015;4x4;B;69520;6300000
16;LEASING;STATION WAGON;2017;4x4;B;91221;5700000
17;LEASING;STATION WAGON;2016;4x4;B;92699;5200000
18;BFE;STATION WAGON;2016;4x2;B;85678;5200000
19;AUTOMOTORAS;STATION WAGON;2014;4x2;B;89806;5000000
20;LEASING;STATION WAGON;2015;4x2;B;73168;6200000
21;LEASING;STATION WAGON;2015;4x2;B;98974;6000000
22;LEASING;CAMIONETA;2017;4x4;D;47952;9700000
23;LEASING;CAMIONETA;2017;4x4;D;57621;9100000
24;LEASING;CAMIONETA;2017;4x4;D;77395;9000000
25;LEASING;CAMIONETA;2017;4x4;D;35921;8500000
26;LEASING;CAMIONETA;2017;4x4;D;48900;7500000
27;LEASING;CAMIONETA;2017;4x4;D;49952;7800000
28;LEASING;CAMIONETA;2017;4x4;D;53493;7500000
29;LEASING;CAMIONETA;2017;4x4;D;69069;7300000
30;LEASING;CAMIONETA;2017;4x4;D;84219;7300000
31;LEASING;CAMIONETA;2017;4x4;D;87840;7300000
32;LEASING;CAMIONETA;2017;4x4;D;111452;7500000
33;LEASING;CAMIONETA;2017;4x4;D;174371;7300000
34;LEASING;CAMIONETA;2017;4x2;D;50062;7200000
35;LEASING;CAMIONETA;2016;4x4;D;131964;6900000
36;LEASING;CAMIONETA;2016;4x4;D;135777;6800000
37;LEASING;CAMIONETA;2016;4x4;D;163678;6400000
38;LEASING;CAMIONETA;2015;4x2;B;119586;7700000
39;LEASING;CAMIONETA;2016;4x2;D;106489;6400000
40;LEASING;CAMIONETA;2016;4x2;D;117639;5700000
41;LEASING;CAMIONETA;2016;4x2;D;148084;5800000
42;LEASING;CAMIONETA;2016;4x2;D;148748;5800000
43;LEASING;CAMIONETA;2016;4x2;D;151053;5700000
44;LEASING;CAMIONETA;2016;4x2;D;153168;5800000
45;LEASING;CAMIONETA;2016;4x2;D;57831;6400000
46;LEASING;CAMIONETA;2016;4x2;D;102905;6400000
47;LEASING;CAMIONETA;2015;4x2;D;141111;4600000
48;LEASING;CAMIONETA;2015;4x2;D;82339;4600000
49;LEASING;CAMIONETA;2015;4x2;D;56387;4600000
50;LEASING;CAMIONETA;2016;4x2;D;92751;5300000
51;LEASING;CAMIONETA;2016;4x2;B;74236;4100000
52;LEASING;CAMIONETA;2016;4x2;B;100932;4000000
53;LEASING;CAMIONETA;2015;4x2;B;73324;4200000
54;LEASING;MINIBUS;2016;4x2;B;38366;5400000
55;LEASING;FURGON;2017;4x2;D;66975;10100000
56;LEASING;FURGON;2016;4x2;D;215443;4200000
57;LEASING;FURGON;2015;4x2;D;118079;7200000
58;LEASING;FURGON;2015;4x2;D;141416;6600000
59;LEASING;FURGON;2017;4x2;D;130867;5200000
60;LEASING;FURGON;2015;4x2;D;133420;7300000
61;LEASING;FURGON;2017;4x2;D;173684;4300000
62;BFE;FURGON;2017;4x2;B;46005;3400000
63;LEASING;FURGON;2017;4x2;B;47006;3300000
64;LEASING;FURGON;2016;4x2;B;50159;3900000
65;LEASING;FURGON;2015;4x2;D;122691;4000000
66;LEASING;FURGON;2015;4x2;D;129834;4000000
67;LEASING;FURGON;2015;4x2;D;186239;3800000
68;AUTOMOTORAS;SEDAN;2018;4x2;B;4497;6300000
69;BFE;SEDAN;2019;4x2;B;29656;4600000
70;LEASING;SEDAN;2019;4x2;B;53736;3900000
71;LEASING;SEDAN;2019;4x2;B;53097;3900000
72;LEASING;SEDAN;2019;4x2;B;56020;3900000
73;LEASING;SEDAN;2018;4x2;B;70119;4000000
74;PARTICULARES;HATCHBACK;2016;4x2;B;58329;3800000
75;LEASING;SEDAN;2017;4x2;B;65493;4000000
76;BFE;SEDAN;2019;4x2;B;75998;3400000
77;BFE;SEDAN;2017;4x2;B;27333;3800000
78;LEASING;HATCHBACK;2017;4x2;D;122146;3700000
79;PARTICULARES;HATCHBACK;2014;4x2;B;100378;2200000
80;BFE;SEDAN;2013;4x2;B;209898;3800000
1;BFE;STATION WAGON;2017;4x4;B;27374;15200000
2;LEASING;STATION WAGON;2018;4x4;B;90567;10500000
3;LEASING;STATION WAGON;2018;4x2;B;84395;7700000
4;LEASING;STATION WAGON;2018;4x2;B;93299;7800000
5;PARTICULARES;STATION WAGON;2017;4x4;B;44822;9500000
6;PARTICULARES;STATION WAGON;2017;4x4;B;76133;8800000
7;PARTICULARES;STATION WAGON;2016;4x2;B;80188;9800000
8;BFE;STATION WAGON;2016;4x2;B;16217;9000000
9;PARTICULARES;STATION WAGON;2015;4x2;B;119301;7800000
10;BFE;STATION WAGON;2018;4x2;B;22603;5000000
11;LEASING;SEDAN;2018;4x4;B;83844;7300000
12;BFE;HATCHBACK;2018;4x2;B;46908;4200000
13;BFE;HATCHBACK;2017;4x2;D;66530;5700000
14;LEASING;HATCHBACK;2018;4x2;B;70526;5400000
15;LEASING;CAMIONETA;2018;4x4;D;20272;8800000
16;LEASING;CAMIONETA;2018;4x4;D;55527;8900000
17;LEASING;CAMIONETA;2018;4x4;D;67190;8600000
18;LEASING;CAMIONETA;2018;4x4;D;96979;8200000
19;LEASING;CAMIONETA;2017;4x4;D;47504;7800000
20;LEASING;CAMIONETA;2017;4x4;D;52127;7700000
21;LEASING;CAMIONETA;2017;4x4;D;53471;7400000
22;LEASING;CAMIONETA;2017;4x4;D;56482;7400000
23;LEASING;CAMIONETA;2017;4x4;D;63042;7200000
24;LEASING;CAMIONETA;2017;4x4;D;90477;7000000
25;LEASING;CAMIONETA;2016;4x4;D;65774;6800000
26;LEASING;CAMIONETA;2017;4x4;D;184570;6300000
27;LEASING;CAMIONETA;2016;4x4;D;93270;7800000
28;LEASING;CAMIONETA;2016;4x2;D;58953;6700000
29;LEASING;CAMIONETA;2016;4x2;D;92294;6700000
30;LEASING;CAMIONETA;2015;4x4;D;52019;5400000
31;LEASING;CAMIONETA;2014;4x4;D;71768;6000000
32;LEASING;CAMIONETA;2015;4x4;B;134683;6200000
33;LEASING;CAMIONETA;2015;4x2;D;74969;7400000
34;LEASING;FURGON;2015;4x2;D;108415;6700000
35;LEASING;FURGON;2017;4x2;D;70746;4600000
36;LEASING;FURGON;2016;4x2;D;90395;4300000
37;LEASING;FURGON;2016;4x2;D;98278;4300000
38;LEASING;FURGON;2016;4x2;D;113083;4400000
39;LEASING;FURGON;2019;4x2;D;121096;5500000
40;LEASING;FURGON;2016;4x2;D;111098;3900000
41;LEASING;FURGON;2016;4x2;D;120459;3900000
42;LEASING;FURGON;2016;4x2;D;123119;3900000
43;LEASING;FURGON;2016;4x2;D;132647;3800000
44;LEASING;FURGON;2016;4x2;D;150407;4200000
45;LEASING;FURGON;2015;4x2;D;124914;3700000
46;LEASING;FURGON;2015;4x2;D;152410;3600000
47;LEASING;FURGON;2015;4x2;D;169247;3600000
48;LEASING;FURGON;2014;4x2;D;115459;3800000
49;AUTOMOTORAS;SEDAN;2018;4x2;D;45801;6000000
50;AUTOMOTORAS;SEDAN;2018;4x2;D;51418;6000000
51;AUTOMOTORAS;SEDAN;2018;4x2;D;71564;6100000
52;LEASING;SEDAN;2018;4x2;B;81677;4500000
53;PARTICULARES;STATION WAGON;2018;4x2;B;43984;5400000
54;BFE;HATCHBACK;2019;4x2;B;9421;5000000
55;LEASING;HATCHBACK;2018;4x2;B;93706;5100000
56;BFE;SEDAN;2019;4x2;B;13363;4900000
57;BFE;SEDAN;2019;4x2;B;43111;4300000
58;BFE;SEDAN;2018;4x2;B;44255;4200000
59;BFE;SEDAN;2018;4x2;B;115043;3900000
60;PARTICULARES;SEDAN;2018;4x2;B;45143;3600000
61;PARTICULARES;SEDAN;2018;4x2;B;57309;3900000
62;BFE;SEDAN;2018;4x2;B;59900;4000000
63;PARTICULARES;HATCHBACK;2017;4x2;B;10475;4500000
64;LEASING;HATCHBACK;2017;4x2;B;21484;4200000
65;PARTICULARES;HATCHBACK;2016;4x2;B;57736;4400000
66;PARTICULARES;SEDAN;2016;4x2;B;30736;5200000
67;BFE;HATCHBACK;2018;4x2;B;93312;2200000
68;BFE;HATCHBACK;2018;4x2;B;49224;3500000
69;PARTICULARES;STATION WAGON;2013;4x2;B;187614;5500000
70;PARTICULARES;HATCHBACK;2015;4x2;B;89865;3700000
71;BFE;HATCHBACK;2016;4x2;B;65092;2800000
1;BFE;STATION WAGON;2019;4x2;B;14122;9100000
2;PARTICULARES;STATION WAGON;2017;4x2;B;63511;9200000
3;PARTICULARES;STATION WAGON;2018;4x2;B;23146;8400000
4;LEASING;STATION WAGON;2019;4x4;B;72470;8700000
5;PARTICULARES;STATION WAGON;2017;4x2;B;65353;7200000
6;LEASING;SEDAN;2018;4x4;B;58947;8900000
7;LEASING;SEDAN;2018;4x4;B;74573;8700000
8;PARTICULARES;SEDAN;2019;4x2;D;40359;6900000
9;PARTICULARES;SEDAN;2019;4x2;D;53123;6400000
10;AUTOMOTORAS;SEDAN;2018;4x2;D;57055;6600000
11;AUTOMOTORAS;SEDAN;2018;4x2;D;50181;6600000
12;AUTOMOTORAS;SEDAN;2018;4x2;D;53813;6200000
13;AUTOMOTORAS;SEDAN;2018;4x2;D;55547;6000000
14;LEASING;SEDAN;2018;4x2;B;81496;5100000
15;LEASING;SEDAN;2018;4x2;B;84311;5100000
16;PARTICULARES;HATCHBACK;2016;4x2;B;26185;8400000
17;LEASING;HATCHBACK;2018;4x2;B;85848;6700000
18;PARTICULARES;HATCHBACK;2018;4x2;B;33016;7800000
19;LEASING;HATCHBACK;2019;4x2;B;50704;5700000
20;LEASING;HATCHBACK;2019;4x2;B;54781;5700000
21;LEASING;HATCHBACK;2019;4x2;B;58606;5700000
22;LEASING;HATCHBACK;2018;4x2;B;81657;5800000
23;LEASING;CAMIONETA;2017;4x4;D;66076;7200000
24;PARTICULARES;CAMIONETA;2016;4x4;D;84064;7200000
25;LEASING;CAMIONETA;2015;4x4;D;70852;5300000
26;BFE;CAMIONETA;2017;4x2;D;72212;7900000
27;LEASING;CAMIONETA;2017;4x2;D;98790;6100000
28;PARTICULARES;CAMIONETA;2016;4x2;D;95814;5800000
29;LEASING;CAMIONETA;2016;4x2;D;145468;6200000
30;LEASING;CAMIONETA;2018;4x2;B;73619;4700000
31;LEASING;CAMIONETA;2015;4x4;D;185034;6000000
32;LEASING;CAMIONETA;2015;4x4;D;159837;6100000
33;LEASING;CAMIONETA;2015;4x4;D;135363;6000000
34;LEASING;CAMIONETA;2015;4x4;D;35377;6400000
35;LEASING;CAMIONETA;2015;4x4;D;77015;6100000
36;LEASING;CAMIONETA;2015;4x4;D;103492;5800000
37;LEASING;CAMIONETA;2015;4x4;D;188323;5700000
38;LEASING;CAMIONETA;2015;4x4;D;121944;5600000
39;LEASING;CAMIONETA;2015;4x2;D;149135;5200000
40;PARTICULARES;CAMIONETA;2015;4x4;D;205934;6000000
41;LEASING;CAMIONETA;2015;4x2;D;137506;5600000
42;LEASING;FURGON;2016;4x2;D;96034;6800000
43;AUTOMOTORAS;FURGON;2015;4x2;D;15231;10800000
44;LEASING;FURGON;2015;4x2;D;165748;5700000
45;LEASING;FURGON;2015;4x2;D;238276;5600000
46;BFE;FURGON;2019;4x2;B;7032;4400000
47;LEASING;FURGON;2017;4x2;D;81861;5000000
48;LEASING;FURGON;2019;4x2;D;166087;6000000
49;LEASING;FURGON;2017;4x2;D;90331;5700000
50;LEASING;FURGON;2016;4x2;D;182928;5000000
51;BFE;FURGON;2018;4x2;B;39103;2900000
52;BFE;STATION WAGON;2018;4x2;B;24007;4800000
53;BFE;HATCHBACK;2019;4x2;B;73913;4900000
54;BFE;HATCHBACK;2019;4x2;B;30314;5400000
55;PARTICULARES;HATCHBACK;2016;4x4;B;89215;5200000
56;LEASING;SEDAN;2019;4x2;B;48918;4200000
57;LEASING;SEDAN;2019;4x2;B;56149;4000000
58;BFE;SEDAN;2019;4x2;B;9599;4700000
59;BFE;SEDAN;2019;4x2;B;33169;4300000
60;BFE;SEDAN;2018;4x2;B;59327;4100000
61;LEASING;SEDAN;2018;4x2;B;80309;5400000
62;LEASING;SEDAN;2018;4x2;B;84878;5200000
63;BFE;SEDAN;2017;4x2;B;115246;3400000
65;PARTICULARES;STATION WAGON;2014;4x2;B;81303;6400000
66;PARTICULARES;STATION WAGON;2014;4x4;B;84742;5300000
67;BFE;STATION WAGON;2014;4x2;D;151934;4700000
68;PARTICULARES;STATION WAGON;2013;4x2;B;125561;4500000
69;PARTICULARES;SEDAN;2016;4x2;B;46922;3700000
70;PARTICULARES;SEDAN;2015;4x2;B;80095;3300000
71;BFE;SEDAN;2013;4x2;B;123693;2500000
72;PARTICULARES;HATCHBACK;2013;4x2;B;96989;3400000
73;LEASING;FURGON;2016;4x2;D;78755;5500000
1;BFE;STATION WAGON;2020;4x2;B;5171;10300000
2;PARTICULARES;STATION WAGON;2019;4x2;B;11428;10700000
3;LEASING;STATION WAGON;2017;4x4;B;109792;12500000
4;LEASING;STATION WAGON;2017;4x2;B;77848;7000000
5;LEASING;STATION WAGON;2017;4x2;B;79146;7200000
6;LEASING;STATION WAGON;2019;4x4;B;76566;8300000
7;LEASING;STATION WAGON;2018;4x4;B;82132;8200000
8;LEASING;SEDAN;2017;4x2;B;87092;7600000
9;LEASING;SEDAN;2019;4x2;D;11577;7300000
10;LEASING;SEDAN;2019;4x2;D;13920;7200000
11;LEASING;SEDAN;2019;4x2;D;16141;7100000
12;LEASING;SEDAN;2019;4x2;D;16366;7000000
13;LEASING;HATCHBACK;2018;4x2;B;66718;6400000
14;LEASING;HATCHBACK;2018;4x2;B;69723;6400000
15;PARTICULARES;HATCHBACK;2017;4x2;D;120924;6200000
16;LEASING;HATCHBACK;2019;4x2;B;58951;5400000
17;LEASING;HATCHBACK;2019;4x2;B;51347;4700000
18;LEASING;HATCHBACK;2019;4x2;B;54675;4700000
19;LEASING;HATCHBACK;2019;4x2;B;62265;4700000
20;LEASING;HATCHBACK;2019;4x2;B;62266;4500000
21;BFE;HATCHBACK;2018;4x2;B;23622;5200000
22;BFE;MOTOS;2017;2x2;B;75564;8200000
23;BFE;MOTOS;2018;2x2;B;34364;4800000
24;BFE;MOTOS;2017;2x2;B;69966;4800000
25;BFE;MOTOS;2016;2x2;B;66051;4900000
26;LEASING;CAMIONETA;2018;4x4;D;67798;8500000
27;LEASING;CAMIONETA;2018;4x4;D;98914;8500000
28;LEASING;CAMIONETA;2017;4x4;D;24112;7600000
29;LEASING;CAMIONETA;2017;4x4;D;73933;7300000
30;LEASING;CAMIONETA;2017;4x4;D;89495;6700000
31;PARTICULARES;CAMIONETA;2017;4x4;D;97139;7300000
33;LEASING;CAMIONETA;2016;4x4;D;76330;6600000
34;LEASING;CAMIONETA;2016;4x4;D;83408;6600000
35;LEASING;CAMIONETA;2016;4x4;D;92591;6200000
36;LEASING;CAMIONETA;2016;4x4;D;97745;4500000
37;LEASING;CAMIONETA;2017;4x4;D;169997;7300000
38;LEASING;CAMIONETA;2015;4x2;D;100000;4100000
40;PARTICULARES;CAMIONETA;2018;4x2;D;125910;9500000
41;LEASING;FURGON;2016;4x2;D;105666;4700000
42;LEASING;FURGON;2015;4x2;D;143256;4300000
43;AUTOMOTORAS;HATCHBACK;2019;4x2;B;6874;6800000
44;LEASING;HATCHBACK;2019;4x2;B;73540;5300000
45;AUTOMOTORAS;STATION WAGON;2018;4x4;B;38940;5800000
46;BFE;STATION WAGON;2019;4x2;B;7607;6300000
47;BFE;HATCHBACK;2019;4x2;B;24431;5100000
48;PARTICULARES;STATION WAGON;2015;4x2;B;97301;6200000
49;PARTICULARES;STATION WAGON;2014;4x2;B;117568;6100000
50;PARTICULARES;STATION WAGON;2015;4x4;B;51617;6600000
51;BFE;SEDAN;2019;4x2;B;12139;4600000
52;BFE;SEDAN;2019;4x2;B;62156;5300000
53;AUTOMOTORAS;SEDAN;2018;4x2;B;4497;6700000
54;LEASING;SEDAN;2018;4x2;B;63467;5200000
55;LEASING;SEDAN;2018;4x2;B;74094;5200000
56;BFE;SEDAN;2018;4x2;B;30932;3900000
57;BFE;SEDAN;2018;4x2;B;57783;3300000
58;PARTICULARES;HATCHBACK;2015;4x2;B;48200;7700000
59;PARTICULARES;HATCHBACK;2017;4x2;B;47936;4300000
60;BFE;HATCHBACK;2020;4x2;B;4390;4400000
61;BFE;HATCHBACK;2017;4x2;B;39198;3300000
62;BFE;STATION WAGON;2008;4x4;B;202547;4700000
63;BFE;HATCHBACK;2011;4x2;B;99485;4600000
64;BFE;HATCHBACK;2011;4x2;B;89433;3500000
1;PARTICULARES;STATION WAGON;2018;4x2;B;30189;8300000
2;BFE;STATION WAGON;2017;4x2;B;22327;8700000
3;BFE;STATION WAGON;2017;4x4;D;87826;10300000
4;LEASING;STATION WAGON;2017;4x2;B;77215;7100000
5;PARTICULARES;STATION WAGON;2017;4x4;B;101447;11200000
6;AUTOMOTORAS;STATION WAGON;2017;4x2;B;113359;9400000
7;PARTICULARES;STATION WAGON;2016;4x2;B;86928;8900000
8;PARTICULARES;STATION WAGON;2015;4x2;D;113580;9200000
9;LEASING;STATION WAGON;2016;4x4;B;29072;9000000
10;LEASING;STATION WAGON;2016;4x4;B;98420;6100000
11;LEASING;SEDAN;2015;4x2;B;115601;13200000
12;LEASING;SEDAN;2016;4x2;B;45322;9000000
13;BFE;MOTOS;2016;2x2;B;69024;7500000
14;BFE;MOTOS;2016;2x2;B;66051;7200000
15;BFE;MOTOS;2019;2x2;B;25700;6400000
16;BFE;MOTOS;2019;2x2;B;27575;6400000
17;BFE;MOTOS;2016;2x2;B;76085;5400000
18;LEASING;CAMIONETA;2015;4x4;B;78737;10600000
19;LEASING;CAMIONETA;2017;4x4;D;156246;7700000
20;LEASING;CAMIONETA;2017;4x4;D;157503;7900000
21;LEASING;CAMIONETA;2017;4x4;D;73767;8400000
22;LEASING;CAMIONETA;2017;4x4;D;120074;7500000
23;LEASING;CAMIONETA;2017;4x4;D;132674;7500000
24;LEASING;CAMIONETA;2017;4x4;D;52396;8400000
25;LEASING;CAMIONETA;2017;4x4;D;103362;8200000
26;LEASING;CAMIONETA;2017;4x4;D;68728;8600000
27;LEASING;CAMIONETA;2017;4x4;D;162368;7100000
28;LEASING;CAMIONETA;2016;4x4;D;63031;8400000
29;LEASING;CAMIONETA;2016;4x4;D;66668;8400000
30;LEASING;CAMIONETA;2016;4x4;D;71857;8400000
31;LEASING;CAMIONETA;2016;4x4;D;106473;8500000
32;LEASING;CAMIONETA;2016;4x4;D;101966;8500000
33;LEASING;CAMIONETA;2016;4x4;D;144549;7800000
34;LEASING;CAMIONETA;2016;4x4;D;153069;7500000
35;LEASING;CAMIONETA;2016;4x4;D;12502;5200000
36;LEASING;CAMIONETA;2015;4x4;D;78645;7700000
37;BFE;CAMIONETA;2016;4x4;D;200308;7800000
38;LEASING;CAMIONETA;2015;4x4;D;132555;8300000
39;LEASING;CAMIONETA;2016;4x4;D;94763;6900000
40;LEASING;CAMIONETA;2015;4x4;D;74670;4600000
41;LEASING;CAMIONETA;2015;4x4;D;81882;5900000
43;LEASING;CAMIONETA;2016;4x2;D;114861;7600000
44;LEASING;CAMIONETA;2015;4x2;D;123396;4800000
45;PARTICULARES;CAMIONETA;2015;4x2;D;88601;6300000
46;LEASING;CAMIONETA;2014;4x4;D;178973;7000000
47;LEASING;CAMIONETA;2015;4x4;D;80012;5400000
48;LEASING;CAMIONETA;2015;4x4;D;119983;5300000
49;LEASING;CAMIONETA;2015;4x4;D;120528;5100000
50;LEASING;CAMIONETA;2015;4x4;D;123525;5000000
51;LEASING;CAMIONETA;2015;4x4;D;125363;5100000
52;LEASING;CAMIONETA;2015;4x4;D;150338;5400000
53;LEASING;CAMIONETA;2015;4x2;D;52455;5500000
54;LEASING;CAMIONETA;2015;4x2;D;87562;5300000
55;LEASING;CAMIONETA;2015;4x2;D;89452;5100000
56;LEASING;CAMIONETA;2015;4x2;D;101052;5100000
57;LEASING;CAMIONETA;2015;4x2;D;191391;5000000
58;LEASING;CAMIONETA;2016;4x2;D;62582;7000000
60;LEASING;CAMIONETA;2015;4x4;D;199821;4400000
61;BFE;CAMIONETA;2011;4x2;D;138668;2100000
62;LEASING;CAMIONETA;2016;4x2;D;64190;8400000
63;LEASING;CAMIONETA;2017;4x2;D;76602;8400000
64;AUTOMOTORAS;CAMIONETA;2017;4x2;B;44;4600000
65;LEASING;FURGON;2017;4x2;D;67317;10300000
66;LEASING;FURGON;2017;4x2;D;108270;8200000
67;LEASING;FURGON;2017;4x2;D;55393;8700000
68;LEASING;FURGON;2017;4x2;D;63581;8700000
69;LEASING;FURGON;2017;4x2;D;84047;9400000
70;LEASING;FURGON;2015;4x2;D;81286;6600000
71;LEASING;FURGON;2015;4x2;D;121370;8700000
72;LEASING;FURGON;2015;4x2;D;131600;6100000
73;LEASING;FURGON;2015;4x2;D;136776;6600000
74;LEASING;FURGON;2016;4x2;D;125452;6200000
75;LEASING;FURGON;2014;4x2;D;142585;4700000
76;LEASING;FURGON;2018;4x2;D;25712;6700000
77;LEASING;FURGON;2016;4x2;D;55779;4700000
78;LEASING;FURGON;2016;4x2;D;82840;4500000
79;LEASING;FURGON;2016;4x2;D;120535;4700000
80;LEASING;FURGON;2015;4x2;D;165212;4200000
81;LEASING;FURGON;2016;4x2;D;87013;3600000
82;LEASING;FURGON;2016;4x2;D;90718;3100000
83;LEASING;FURGON;2016;4x2;D;93008;3100000
84;LEASING;FURGON;2016;4x2;D;94181;2900000
85;LEASING;FURGON;2016;4x2;D;103930;3600000
86;LEASING;FURGON;2016;4x2;D;121574;2900000
87;LEASING;FURGON;2014;4x2;D;112678;2400000
88;LEASING;FURGON;2012;4x2;D;43864;2500000
89;PARTICULARES;STATION WAGON;2015;4x2;D;144643;7000000
90;PARTICULARES;STATION WAGON;2014;4x2;B;101814;5100000
91;PARTICULARES;HATCHBACK;2015;4x2;B;77709;6900000
92;PARTICULARES;STATION WAGON;2015;4x2;B;113775;5800000
93;AUTOMOTORAS;STATION WAGON;2014;4x2;B;103171;4800000
94;BFE;STATION WAGON;2013;4x4;B;83150;6400000
95;PARTICULARES;STATION WAGON;2013;4x2;B;151181;6100000
96;PARTICULARES;STATION WAGON;2014;4x4;B;211406;4100000
97;PARTICULARES;HATCHBACK;2019;4x2;B;37438;6300000
98;LEASING;HATCHBACK;2019;4x2;B;61014;5300000
99;LEASING;HATCHBACK;2019;4x2;B;67471;5300000
100;BFE;HATCHBACK;2019;4x2;B;23660;4500000
101;PARTICULARES;SEDAN;2019;4x2;B;37327;5500000
102;BFE;SEDAN;2019;4x2;B;22859;4400000
103;BFE;SEDAN;2019;4x2;B;31552;4300000
104;BFE;SEDAN;2018;4x2;B;39715;4200000
105;PARTICULARES;SEDAN;2018;4x2;B;55083;4200000
106;PARTICULARES;HATCHBACK;2016;4x2;B;28790;4200000
107;LEASING;SEDAN;2015;4x2;B;55544;4900000
108;LEASING;SEDAN;2015;4x2;B;65196;4300000
109;LEASING;SEDAN;2015;4x2;B;77404;4900000
110;LEASING;SEDAN;2015;4x2;B;150035;4100000
111;BFE;SEDAN;2015;4x2;B;71491;3900000
112;AUTOMOTORAS;SEDAN;2015;4x2;B;129970;4000000
113;PARTICULARES;HATCHBACK;2014;4x2;B;88738;4300000
114;LEASING;HATCHBACK;2016;4x2;B;93298;3700000
115;LEASING;HATCHBACK;2016;4x2;B;94587;3600000
116;LEASING;HATCHBACK;2016;4x2;B;101579;3500000
117;LEASING;HATCHBACK;2016;4x2;B;105383;3300000
118;LEASING;HATCHBACK;2016;4x2;B;110278;3100000
119;LEASING;HATCHBACK;2016;4x2;B;115125;3600000
120;BFE;HATCHBACK;2018;4x2;B;88992;3400000
121;PARTICULARES;HATCHBACK;2013;4x2;B;111224;2950000
1;PARTICULARES;STATION WAGON;2018;4x4;B;53343;10800000
2;AUTOMOTORAS;STATION WAGON;2018;4x4;B;29;9000000
3;PARTICULARES;STATION WAGON;2018;4x4;B;36802;8600000
4;LEASING;STATION WAGON;2018;4x2;B;60874;6800000
5;LEASING;STATION WAGON;2018;4x4;B;43150;6700000
6;LEASING;STATION WAGON;2017;4x4;B;69021;6000000
7;LEASING;STATION WAGON;2017;4x4;B;71969;5700000
8;LEASING;STATION WAGON;2017;4x4;B;102582;5900000
9;PARTICULARES;STATION WAGON;2016;4x2;D;87184;6300000
10;PARTICULARES;HATCHBACK;2018;4x2;D;38831;11400000
11;LEASING;HATCHBACK;2016;4x2;D;64188;6000000
12;LEASING;HATCHBACK;2016;4x2;D;74151;5900000
13;LEASING;HATCHBACK;2016;4x2;D;93485;5800000
14;LEASING;CAMIONETA;2015;4x4;B;111316;9800000
15;LEASING;CAMIONETA;2018;4x4;D;14867;9200000
16;LEASING;CAMIONETA;2018;4x4;D;25425;8700000
17;LEASING;CAMIONETA;2018;4x4;D;34349;7800000
18;LEASING;CAMIONETA;2018;4x4;D;38576;7800000
19;LEASING;CAMIONETA;2017;4x4;D;29316;7000000
20;LEASING;CAMIONETA;2017;4x4;D;15839;7000000
21;LEASING;CAMIONETA;2017;4x4;D;98972;6400000
22;LEASING;CAMIONETA;2016;4x4;D;57030;6200000
23;LEASING;CAMIONETA;2016;4x4;D;81654;8200000
24;LEASING;CAMIONETA;2016;4x4;D;125035;7600000
25;LEASING;CAMIONETA;2016;4x4;D;51558;7000000
26;LEASING;CAMIONETA;2016;4x4;D;107598;6300000
27;LEASING;CAMIONETA;2016;4x4;D;97423;6300000
28;LEASING;CAMIONETA;2016;4x4;D;101828;6000000
29;LEASING;CAMIONETA;2016;4x4;D;108961;6300000
30;LEASING;CAMIONETA;2016;4x4;D;57051;5700000
31;LEASING;CAMIONETA;2017;4x4;D;35633;6800000
32;AUTOMOTORAS;CAMIONETA;2017;4x2;B;73;5500000
33;LEASING;CAMIONETA;2017;4x4;D;178147;5800000
34;LEASING;CAMIONETA;2017;4x2;D;160545;5900000
35;LEASING;CAMIONETA;2015;4x4;D;80158;4700000
36;LEASING;CAMIONETA;2015;4x4;D;90000;4800000
37;LEASING;CAMIONETA;2015;4x2;D;72589;5100000
38;LEASING;CAMIONETA;2015;4x2;D;137247;4400000
39;LEASING;CAMIONETA;2018;4x2;B;73619;4600000
40;LEASING;CAMIONETA;2014;4x4;D;119852;6000000
41;LEASING;CAMIONETA;2014;4x4;D;113298;4900000
42;BFE;CAMIONETA;2013;4x4;D;97614;5300000
43;PARTICULARES;MINIBUS;2014;4x2;D;320010;3800000
44;LEASING;FURGON;2017;4x2;D;81550;4900000
45;LEASING;FURGON;2015;4x2;D;181178;4000000
46;PARTICULARES;STATION WAGON;2014;4x2;D;134708;5800000
47;PARTICULARES;STATION WAGON;2016;4x2;B;77176;5100000
48;PARTICULARES;STATION WAGON;2014;4x2;B;105023;4600000
49;PARTICULARES;STATION WAGON;2014;4x4;B;104649;4600000
50;PARTICULARES;SEDAN;2014;4x2;D;108344;8000000
51;LEASING;SEDAN;2018;4x2;B;54296;4700000
52;LEASING;SEDAN;2018;4x2;B;64643;4700000
53;BFE;SEDAN;2019;4x2;B;11724;4700000
54;BFE;SEDAN;2018;4x2;B;34641;4200000
55;PARTICULARES;HATCHBACK;2019;4x2;B;16540;5100000
56;LEASING;HATCHBACK;2019;4x2;B;61546;5200000
57;BFE;HATCHBACK;2018;4x2;B;93303;3600000
58;BFE;HATCHBACK;2018;4x2;B;27858;3700000
59;PARTICULARES;HATCHBACK;2015;4x2;B;62393;4300000
60;LEASING;HATCHBACK;2016;4x2;B;79750;3300000
